customer_id,loyalty_tier,clv_bucket,signup_channel,gender,customer_status,mailing_address,billing_address,signup_date,loyalty_enrollment_date,email,email_verified,marketing_opt_in,age,is_guest
CUST-3507,unknown,unknown,phone,female,inactive,"025 frank freeway, lake cherylport, ms 75528","025 frank freeway, lake cherylport, ms 75528",2024-09-15,,christina71@example.com,True,True,41,""
CUST-3508,bronze,low,website,unknown,active,"0464 jackson brook, new cynthia, ca 08034","0464 jackson brook, new cynthia, ca 08034",2024-12-17,2025-06-02,thomas35@example.org,False,False,37,""
CUST-3509,gold,high,"social media",unknown,inactive,"uss hardy, fpo aa 61685","uss hardy, fpo aa 61685",2025-07-21,2025-07-21,sanchezheather@example.org,True,True,36,""
CUST-3510,silver,medium,"social media",male,active,"9095 clay villages, parsonsport, ks 02829","9095 clay villages, parsonsport, ks 02829",2024-11-19,2024-11-23,schmidtbrittany@example.org,True,True,19,""
CUST-3511,bronze,low,phone,female,inactive,"482 ryan village apt. 267, west sonyaton, de 77706","482 ryan village apt. 267, west sonyaton, de 77706",2024-08-04,2025-04-04,ithomas@example.com,True,False,23,""
CUST-3512,bronze,low,email,female,active,"296 drew plaza suite 702, stevensonhaven, oh 68717","296 drew plaza suite 702, stevensonhaven, oh 68717",2024-08-05,2025-02-02,martincaleb@example.com,True,True,22,""
CUST-3513,platinum,high,website,male,active,"53094 michael valleys, north jessica, gu 11187","53094 michael valleys, north jessica, gu 11187",2025-02-24,2025-03-13,oschaefer@example.com,True,"",43,""
CUST-3514,platinum,high,"social media",male,active,"7321 dennis coves suite 657, north manuelview, nd 07810","7321 dennis coves suite 657, north manuelview, nd 07810",2024-10-30,2024-11-22,mathislisa@example.org,True,True,44,""
CUST-3515,unknown,unknown,website,unknown,dormant,"66834 katherine mill, georgeshire, id 68217","66834 katherine mill, georgeshire, id 68217",2024-07-25,,christopher07@example.org,True,True,37,""
CUST-3516,platinum,high,phone,female,inactive,"28992 rachel mews, north dorothyville, la 21496","28992 rachel mews, north dorothyville, la 21496",2024-11-05,2025-04-03,figueroateresa@example.com,True,True,41,""
CUST-3517,bronze,low,website,unknown,active,"570 sherri ridge suite 474, lake ericville, az 35937","570 sherri ridge suite 474, lake ericville, az 35937",2024-08-15,2025-03-17,simsjoseph@example.org,True,False,58,""
CUST-3518,unknown,unknown,phone,female,inactive,"228 priscilla inlet suite 564, east martin, nv 40036","228 priscilla inlet suite 564, east martin, nv 40036",2025-01-19,,justin51@example.net,True,False,27,""
CUST-3519,gold,high,website,female,active,"881 joshua mews, josephtown, ia 91739","881 joshua mews, josephtown, ia 91739",2025-03-10,2025-06-18,howardsteve@example.org,True,False,69,""
CUST-3520,silver,medium,website,female,active,"unit 7581 box 7228, dpo aa 91617","unit 7581 box 7228, dpo aa 91617",2024-10-22,2025-01-20,brandon66@example.org,True,False,30,""
CUST-3521,silver,medium,phone,unknown,active,"0636 cheyenne walk suite 165, anthonyton, ia 61587","0636 cheyenne walk suite 165, anthonyton, ia 61587",2025-05-18,2025-06-15,randythomas@example.net,True,True,68,""
CUST-3522,gold,high,"social media",unknown,active,"5734 kennedy parks apt. 618, bonnieview, as 95601","5734 kennedy parks apt. 618, bonnieview, as 95601",2024-09-15,2025-06-26,alyssarice@example.com,False,False,68,""
CUST-3523,unknown,unknown,email,unknown,inactive,"uss foster, fpo aa 87168","uss foster, fpo aa 87168",2025-03-26,,seanjohnson@example.net,True,True,36,""
CUST-3524,platinum,high,website,unknown,active,"949 allen coves apt. 860, east anna, mh 27744","949 allen coves apt. 860, east anna, mh 27744",2025-01-22,2025-03-13,fjarvis@example.net,False,False,62,""
CUST-3525,unknown,unknown,"social media",female,inactive,"726 smith valleys suite 588, alexanderchester, oh 05580","726 smith valleys suite 588, alexanderchester, oh 05580",2025-04-03,,espinozaelizabeth@example.org,True,True,60,""
CUST-3526,unknown,unknown,email,female,active,"225 whitney mountain apt. 608, south darrylchester, nd 50978","225 whitney mountain apt. 608, south darrylchester, nd 50978",2025-04-08,,casejoseph@example.org,True,False,33,""
CUST-3527,bronze,low,email,female,inactive,"7795 jaime mission suite 612, walkerhaven, nd 65530","7795 jaime mission suite 612, walkerhaven, nd 65530",2025-01-07,2025-03-23,rwang@example.com,True,True,43,""
CUST-3528,silver,medium,website,male,active,"1831 adkins place apt. 489, simpsontown, wv 91261","1831 adkins place apt. 489, simpsontown, wv 91261",2024-11-24,2025-04-01,petersonshirley@example.org,True,"",47,""
CUST-3529,bronze,low,email,unknown,active,"575 michael falls, lake sergioshire, mt 97731","575 michael falls, lake sergioshire, mt 97731",2024-08-22,2025-01-28,benjaminwells@example.org,True,True,40,""
CUST-3530,platinum,high,"social media",female,active,"571 perez tunnel apt. 544, millerburgh, ak 14004","571 perez tunnel apt. 544, millerburgh, ak 14004",2025-04-07,2025-04-22,jordanwilliam@example.org,False,False,67,""
CUST-3531,bronze,low,website,female,active,"4590 david via apt. 063, north molly, pw 95731","4590 david via apt. 063, north molly, pw 95731",2025-07-18,2025-07-21,teresashelton@example.com,True,False,53,""
CUST-3532,bronze,low,"social media",male,active,"18382 kirk shoal suite 636, vickimouth, ak 37214","18382 kirk shoal suite 636, vickimouth, ak 37214",2024-12-02,2025-06-12,opark@example.com,unknown,False,56,""
CUST-3533,gold,high,"social media",male,active,"3217 ellis inlet, port teresamouth, nh 47291","3217 ellis inlet, port teresamouth, nh 47291",2025-02-15,2025-03-13,johnstonjames@example.org,True,False,62,""
CUST-3534,gold,high,website,unknown,active,"83695 olivia mews, east meganstad, nh 48989","83695 olivia mews, east meganstad, nh 48989",2025-02-03,2025-05-26,john85@example.com,True,True,54,""
CUST-3535,silver,medium,website,female,active,"psc 2160, box 0153, apo ap 68730","psc 2160, box 0153, apo ap 68730",2025-03-24,2025-07-08,mcdowelltyler@example.org,True,False,59,""
CUST-3536,platinum,high,phone,female,inactive,"81671 king station, port sharonburgh, ny 58672","81671 king station, port sharonburgh, ny 58672",2024-12-28,2025-03-18,dmcgee@example.net,True,False,42,""
CUST-3537,bronze,low,"social media",male,active,"8418 angela curve apt. 193, marilynmouth, mh 54390","8418 angela curve apt. 193, marilynmouth, mh 54390",2025-06-15,2025-07-07,coxteresa@example.net,True,False,61,""
CUST-3538,bronze,low,email,female,active,"52584 adriana wells, rogersside, tn 58257","52584 adriana wells, rogersside, tn 58257",2025-01-15,2025-06-01,taylor65@example.com,True,False,32,""
CUST-3539,silver,medium,website,male,dormant,"usnv rose, fpo aa 69996","usnv rose, fpo aa 69996",2024-09-14,2024-09-28,rosejessica@example.org,True,True,37,""
CUST-3540,unknown,unknown,"social media",unknown,active,"unit 8338 box 8522, dpo aa 15458","unit 8338 box 8522, dpo aa 15458",2025-03-07,,qpeterson@example.com,True,False,37,""
CUST-3541,silver,medium,email,male,active,"00946 thomas junctions, port staceymouth, ct 63678","00946 thomas junctions, port staceymouth, ct 63678",2024-09-14,2025-05-04,paul42@example.org,True,False,41,""
CUST-3542,silver,medium,"social media",female,active,"11030 newton causeway, lake lisa, as 21030","11030 newton causeway, lake lisa, as 21030",2025-07-19,2025-07-21,wyu@example.net,True,False,31,""
CUST-3543,silver,medium,"social media",male,active,"008 travis ford suite 238, new amy, mn 68150","008 travis ford suite 238, new amy, mn 68150",2024-12-03,2025-05-25,brownkim@example.net,True,True,64,""
CUST-3544,bronze,low,phone,unknown,active,"72600 craig circles suite 392, shawview, nd 02494","72600 craig circles suite 392, shawview, nd 02494",2025-03-24,2025-07-06,elizabethjohnson@example.com,True,True,32,""
CUST-3545,unknown,unknown,phone,male,active,"psc 2320, box 2859, apo ae 51281","psc 2320, box 2859, apo ae 51281",2025-05-17,,martinezvictoria@example.net,False,True,52,""
CUST-3546,silver,medium,website,female,active,"usnv flores, fpo ae 79776","usnv flores, fpo ae 79776",2024-11-19,2025-04-18,kevincasey@example.net,True,True,29,""
CUST-3547,gold,high,email,male,active,"31362 oneill fall apt. 668, nicoleside, as 68794","31362 oneill fall apt. 668, nicoleside, as 68794",2025-01-23,2025-04-15,rebecca77@example.net,False,False,21,""
CUST-3548,unknown,unknown,website,unknown,active,"56990 nathan coves suite 680, east renee, mp 76691","56990 nathan coves suite 680, east renee, mp 76691",2025-02-04,,oneal@example.com,True,False,39,""
CUST-3549,gold,high,phone,female,active,"64886 castro run suite 548, christinaton, as 19017","64886 castro run suite 548, christinaton, as 19017",2025-01-07,2025-02-12,alexdavis@example.org,False,False,35,""
CUST-3550,unknown,unknown,email,unknown,active,"241 gabrielle park apt. 344, woodchester, ne 82547","241 gabrielle park apt. 344, woodchester, ne 82547",2024-10-02,,kellyfrancis@example.org,unknown,False,22,""
CUST-3551,platinum,high,email,male,active,"630 johnson hills, foleyton, mi 68560","630 johnson hills, foleyton, mi 68560",2025-06-21,2025-07-14,dbarajas@example.com,True,False,47,""
CUST-3552,gold,high,website,male,active,"uscgc miller, fpo aa 07727","uscgc miller, fpo aa 07727",2025-06-02,2025-06-21,mcdonalddanny@example.org,unknown,True,28,""
CUST-3553,platinum,high,email,unknown,inactive,"84172 valerie creek suite 140, booneview, de 78968","84172 valerie creek suite 140, booneview, de 78968",2024-10-29,2024-12-12,jakejimenez@example.com,True,False,22,""
CUST-3554,silver,medium,email,male,active,"40441 craig island, south toni, nm 62770","40441 craig island, south toni, nm 62770",2024-10-20,2025-03-14,william62@example.com,True,True,37,""
CUST-3555,gold,high,website,unknown,active,"7275 james springs apt. 163, south justinville, al 15667","7275 james springs apt. 163, south justinville, al 15667",2024-08-10,2025-06-22,sergiobanks@example.org,False,False,33,""
CUST-3556,bronze,low,"social media",male,inactive,"6048 brianna parks apt. 824, hopkinsshire, ga 03157","6048 brianna parks apt. 824, hopkinsshire, ga 03157",2024-07-26,2025-05-14,reedjanet@example.net,True,True,32,""
CUST-3557,unknown,unknown,email,male,inactive,"258 chen square apt. 270, east brianaburgh, tx 11131","258 chen square apt. 270, east brianaburgh, tx 11131",2025-05-05,,vhubbard@example.org,True,True,38,""
CUST-3558,unknown,unknown,phone,male,inactive,"usns barnett, fpo ap 85603","usns barnett, fpo ap 85603",2025-04-27,,matthewhansen@example.net,True,True,30,""
CUST-3559,platinum,high,email,unknown,active,"unit 2199 box 0185, dpo ae 60367","unit 2199 box 0185, dpo ae 60367",2024-08-01,2024-10-24,shelby15@example.org,True,True,52,""
CUST-3560,platinum,high,website,female,inactive,"56614 john spur, port angelbury, wy 86115","56614 john spur, port angelbury, wy 86115",2025-05-23,2025-07-16,owarren@example.org,True,False,62,""
CUST-3561,platinum,high,phone,male,active,"825 jennifer summit suite 858, north alexander, ms 37135","825 jennifer summit suite 858, north alexander, ms 37135",2024-12-13,2025-05-09,holtkenneth@example.net,True,True,49,""
CUST-3562,platinum,high,phone,male,active,"79538 cruz underpass, stephanieborough, ia 00723","79538 cruz underpass, stephanieborough, ia 00723",2024-09-29,2025-06-23,stewartandrew@example.com,True,True,61,""
CUST-3563,bronze,low,"social media",unknown,active,"85776 anderson track, east katie, in 29766","85776 anderson track, east katie, in 29766",2025-07-21,2025-07-21,kellyvalentine@example.net,True,True,65,""
CUST-3564,unknown,unknown,phone,unknown,active,"1517 brown land, ashleychester, gu 79406","1517 brown land, ashleychester, gu 79406",2024-11-20,,katelynelliott@example.com,True,True,48,""
CUST-3565,silver,medium,phone,male,dormant,"18120 warner square, new rogermouth, wi 19917","18120 warner square, new rogermouth, wi 19917",2025-07-15,2025-07-18,devinmueller@example.org,False,False,69,""
CUST-3566,silver,medium,website,female,inactive,"331 emily way apt. 906, north laurahaven, nj 99132","331 emily way apt. 906, north laurahaven, nj 99132",2025-01-02,2025-01-28,pettyalbert@example.net,True,False,55,""
CUST-3567,unknown,unknown,"social media",unknown,inactive,"0392 danny way, port alexandermouth, mi 03151","0392 danny way, port alexandermouth, mi 03151",2025-07-06,,lburnett@example.net,True,True,62,""
CUST-3568,silver,medium,"social media",unknown,dormant,"6049 kaitlyn harbor, braunstad, dc 58358","6049 kaitlyn harbor, braunstad, dc 58358",2025-04-11,2025-04-18,mistypalmer@example.com,True,False,43,""
CUST-3569,platinum,high,website,unknown,active,"0927 justin circles apt. 453, lake ellen, id 36727","0927 justin circles apt. 453, lake ellen, id 36727",2024-12-27,2025-03-12,kburnett@example.com,True,False,53,""
CUST-3570,platinum,high,phone,male,inactive,"4200 allen lodge, brittanybury, mh 97117","4200 allen lodge, brittanybury, mh 97117",2025-04-27,2025-07-08,rodriguezangela@example.org,True,True,24,""
CUST-3571,silver,medium,phone,unknown,inactive,"55480 carly ramp, howeberg, ut 19015","55480 carly ramp, howeberg, ut 19015",2025-02-19,2025-02-19,david52@example.com,False,True,49,""
CUST-3572,silver,medium,phone,unknown,inactive,"usns thompson, fpo ae 09557","usns thompson, fpo ae 09557",2025-01-08,2025-03-29,zbeck@example.org,False,False,44,""
CUST-3573,gold,high,email,male,inactive,"460 nelson view, morrismouth, sd 33364","460 nelson view, morrismouth, sd 33364",2024-09-17,2025-06-29,bensontiffany@example.net,False,True,53,""
CUST-3574,gold,high,website,female,active,"479 walsh views apt. 764, robertfurt, ok 48846","479 walsh views apt. 764, robertfurt, ok 48846",2025-06-24,2025-07-07,ruizveronica@example.com,True,True,69,""
CUST-3575,unknown,unknown,email,female,inactive,"249 jason squares, paulton, mp 19989","249 jason squares, paulton, mp 19989",2025-05-21,,marshrhonda@example.com,True,True,70,""
CUST-3576,bronze,low,"social media",male,inactive,"863 taylor fields apt. 289, port cynthiaburgh, ct 05519","863 taylor fields apt. 289, port cynthiaburgh, ct 05519",2025-03-05,2025-04-16,spencerbobby@example.com,True,True,38,""
CUST-3577,gold,high,phone,female,active,"1405 beck road suite 831, port dustinhaven, me 93303","1405 beck road suite 831, port dustinhaven, me 93303",2025-05-17,2025-07-15,nspencer@example.org,True,True,51,""
CUST-3578,unknown,unknown,phone,unknown,inactive,"936 scott harbors suite 056, new edwardburgh, vi 70630","936 scott harbors suite 056, new edwardburgh, vi 70630",2025-01-10,,gwhite@example.org,True,True,60,""
CUST-3579,gold,high,website,unknown,active,"23777 kevin loaf apt. 378, new carol, ma 85386","23777 kevin loaf apt. 378, new carol, ma 85386",2024-10-07,2025-01-01,theodoremorgan@example.net,False,False,60,""
CUST-3580,gold,high,email,male,inactive,"9910 smith mount, lake thomaschester, mh 66303","9910 smith mount, lake thomaschester, mh 66303",2025-06-19,2025-06-29,phillip46@example.com,True,False,19,""
CUST-3581,bronze,low,website,female,active,"216 griffin place suite 190, wellsmouth, ga 95490","216 griffin place suite 190, wellsmouth, ga 95490",2025-01-20,2025-03-01,judithcooper@example.net,True,False,69,""
CUST-3582,silver,medium,website,male,inactive,"28205 susan club, kellystad, wy 30168","28205 susan club, kellystad, wy 30168",2025-01-02,2025-04-18,ysilva@example.org,True,True,30,""
CUST-3583,platinum,high,email,female,active,"8226 kevin lakes, west lisa, as 21838","8226 kevin lakes, west lisa, as 21838",2025-03-09,2025-04-12,christophernicholson@example.org,True,False,51,""
CUST-3584,bronze,low,"social media",female,inactive,"749 gloria parkway apt. 825, lisatown, ma 16969","749 gloria parkway apt. 825, lisatown, ma 16969",2024-09-09,2025-04-05,angelapage@example.org,True,False,65,""
